REWARD PER EPISODE FOR SARSA
Reward for episode 1046: 73.
Reward for episode 1047: 73.
Reward for episode 1048: 73.
Reward for episode 1049: 73.
Reward for episode 1050: 73.
Reward for episode 1051: 73.
Reward for episode 1052: 73.
Reward for episode 1053: 73.
Reward for episode 1054: 73.
Reward for episode 1055: 73.
Reward for episode 1056: 73.
Reward for episode 1057: 73.
Reward for episode 1058: 73.
Reward for episode 1059: 73.
Reward for episode 1060: 73.
Reward for episode 1061: 73.
Reward for episode 1062: 73.
Reward for episode 1063: 73.
Reward for episode 1064: 73.
Reward for episode 1065: 73.
Reward for episode 1066: 73.
Reward for episode 1067: 73.
Reward for episode 1068: 73.
Reward for episode 1069: 73.
Reward for episode 1070: 73.
Reward for episode 1071: 73.
Reward for episode 1072: 73.
Reward for episode 1073: 73.
Reward for episode 1074: 73.
Reward for episode 1075: 73.
Reward for episode 1076: 73.
Reward for episode 1077: 73.
Reward for episode 1078: 73.
Reward for episode 1079: 73.
Reward for episode 1080: 73.
Reward for episode 1081: 73.
Reward for episode 1082: 73.
Reward for episode 1083: 73.
Reward for episode 1084: 73.
Reward for episode 1085: 73.
Reward for episode 1086: 73.
Reward for episode 1087: 73.
Reward for episode 1088: 73.
Reward for episode 1089: 73.
Reward for episode 1090: 73.
Reward for episode 1091: 73.
Reward for episode 1092: 73.
Reward for episode 1093: 73.
Reward for episode 1094: 73.
Reward for episode 1095: 73.
Reward for episode 1096: 73.
Reward for episode 1097: 73.
Reward for episode 1098: 73.
Reward for episode 1099: 73.
Reward for episode 1100: 73.
Reward for episode 1101: 73.
Reward for episode 1102: 73.
Reward for episode 1103: 73.
Reward for episode 1104: 73.
Reward for episode 1105: 73.
Reward for episode 1106: 73.
Reward for episode 1107: 73.
Reward for episode 1108: 73.
Reward for episode 1109: 73.
Reward for episode 1110: 73.
Reward for episode 1111: 73.
Reward for episode 1112: 73.
Reward for episode 1113: 73.
Reward for episode 1114: 73.
Reward for episode 1115: 73.
Reward for episode 1116: 73.
Reward for episode 1117: 73.
Reward for episode 1118: 73.
Reward for episode 1119: 73.
Reward for episode 1120: 73.
Reward for episode 1121: 73.
Reward for episode 1122: 73.
Reward for episode 1123: 73.
Reward for episode 1124: 73.
Reward for episode 1125: 73.
Reward for episode 1126: 73.
Reward for episode 1127: 73.
Reward for episode 1128: 73.
Reward for episode 1129: 73.
Reward for episode 1130: 73.
Reward for episode 1131: 73.
Reward for episode 1132: 73.
Reward for episode 1133: 73.
Reward for episode 1134: 73.
Reward for episode 1135: 73.
Reward for episode 1136: 73.
Reward for episode 1137: 73.
Reward for episode 1138: 73.
Reward for episode 1139: 73.
Reward for episode 1140: 73.
Reward for episode 1141: 73.
Reward for episode 1142: 73.
Reward for episode 1143: 73.
Reward for episode 1144: 73.
Reward for episode 1145: 73.
Reward for episode 1146: 73.
Reward for episode 1147: 73.
Reward for episode 1148: 73.
Reward for episode 1149: 73.
Reward for episode 1150: 73.
Reward for episode 1151: 73.
Reward for episode 1152: 73.
Reward for episode 1153: 73.
Reward for episode 1154: 73.
Reward for episode 1155: 73.
Reward for episode 1156: 73.
Reward for episode 1157: 73.
Reward for episode 1158: 73.
Reward for episode 1159: 73.
Reward for episode 1160: 73.
Reward for episode 1161: 73.
Reward for episode 1162: 73.
Reward for episode 1163: 73.
Reward for episode 1164: 73.
Reward for episode 1165: 73.
Reward for episode 1166: 73.
Reward for episode 1167: 73.
Reward for episode 1168: 73.
Reward for episode 1169: 73.
Reward for episode 1170: 73.
Reward for episode 1171: 73.
Reward for episode 1172: 73.
Reward for episode 1173: 73.
Reward for episode 1174: 73.
Reward for episode 1175: 73.
Reward for episode 1176: 73.
Reward for episode 1177: 73.
Reward for episode 1178: 73.
Reward for episode 1179: 73.
Reward for episode 1180: 73.
Reward for episode 1181: 73.
Reward for episode 1182: 73.
Reward for episode 1183: 73.
Reward for episode 1184: 73.
Reward for episode 1185: 73.
Reward for episode 1186: 73.
Reward for episode 1187: 73.
Reward for episode 1188: 73.
Reward for episode 1189: 73.
Reward for episode 1190: 73.
Reward for episode 1191: 73.
Reward for episode 1192: 73.
Reward for episode 1193: 73.
Reward for episode 1194: 73.
Reward for episode 1195: 73.
Reward for episode 1196: 73.
Reward for episode 1197: 73.
Reward for episode 1198: 73.
Reward for episode 1199: 73.
Reward for episode 1200: 73.
Reward for episode 1201: 73.
Reward for episode 1202: 73.
Reward for episode 1203: 73.
Reward for episode 1204: 73.
Reward for episode 1205: 73.
Reward for episode 1206: 73.
Reward for episode 1207: 73.
Reward for episode 1208: 73.
Reward for episode 1209: 73.
Reward for episode 1210: 73.
Reward for episode 1211: 73.
Reward for episode 1212: 73.
Reward for episode 1213: 73.
Reward for episode 1214: 73.
Reward for episode 1215: 73.
Reward for episode 1216: 73.
Reward for episode 1217: 73.
Reward for episode 1218: 73.
Reward for episode 1219: 73.
Reward for episode 1220: 73.
Reward for episode 1221: 73.
Reward for episode 1222: 73.
Reward for episode 1223: 73.
Reward for episode 1224: 73.
Reward for episode 1225: 73.
Reward for episode 1226: 73.
Reward for episode 1227: 73.
Reward for episode 1228: 73.
Reward for episode 1229: 73.
Reward for episode 1230: 73.
Reward for episode 1231: 73.
Reward for episode 1232: 73.
Reward for episode 1233: 73.
Reward for episode 1234: 73.
Reward for episode 1235: 73.
Reward for episode 1236: 73.
Reward for episode 1237: 73.
Reward for episode 1238: 73.
Reward for episode 1239: 73.
Reward for episode 1240: 73.
Reward for episode 1241: 73.
Reward for episode 1242: 73.
Reward for episode 1243: 73.
Reward for episode 1244: 73.
Reward for episode 1245: 73.
Reward for episode 1246: 73.
Reward for episode 1247: 73.
Reward for episode 1248: 73.
Reward for episode 1249: 73.
Reward for episode 1250: 73.
Reward for episode 1251: 73.
Reward for episode 1252: 73.
Reward for episode 1253: 73.
Reward for episode 1254: 73.
Reward for episode 1255: 73.
Reward for episode 1256: 73.
Reward for episode 1257: 73.
Reward for episode 1258: 73.
Reward for episode 1259: 73.
Reward for episode 1260: 73.
Reward for episode 1261: 73.
Reward for episode 1262: 73.
Reward for episode 1263: 73.
Reward for episode 1264: 73.
Reward for episode 1265: 73.
Reward for episode 1266: 73.
Reward for episode 1267: 73.
Reward for episode 1268: 73.
Reward for episode 1269: 73.
Reward for episode 1270: 73.
Reward for episode 1271: 73.
Reward for episode 1272: 73.
Reward for episode 1273: 73.
Reward for episode 1274: 73.
Reward for episode 1275: 73.
Reward for episode 1276: 73.
Reward for episode 1277: 73.
Reward for episode 1278: 73.
Reward for episode 1279: 73.
Reward for episode 1280: 73.
Reward for episode 1281: 73.
Reward for episode 1282: 73.
Reward for episode 1283: 73.
Reward for episode 1284: 73.
Reward for episode 1285: 73.
Reward for episode 1286: 73.
Reward for episode 1287: 73.
Reward for episode 1288: 73.
Reward for episode 1289: 73.
Reward for episode 1290: 73.
Reward for episode 1291: 73.
Reward for episode 1292: 73.
Reward for episode 1293: 73.
Reward for episode 1294: 73.
Reward for episode 1295: 73.
Reward for episode 1296: 73.
Reward for episode 1297: 73.
Reward for episode 1298: 73.
Reward for episode 1299: 73.
Reward for episode 1300: 73.
Reward for episode 1301: 73.
Reward for episode 1302: 73.
Reward for episode 1303: 73.
Reward for episode 1304: 73.
Reward for episode 1305: 73.
Reward for episode 1306: 73.
Reward for episode 1307: 73.
Reward for episode 1308: 73.
Reward for episode 1309: 73.
Reward for episode 1310: 73.
Reward for episode 1311: 73.
Reward for episode 1312: 73.
Reward for episode 1313: 73.
Reward for episode 1314: 73.
Reward for episode 1315: 73.
Reward for episode 1316: 73.
Reward for episode 1317: 73.
Reward for episode 1318: 73.
Reward for episode 1319: 73.
Reward for episode 1320: 73.
Reward for episode 1321: 73.
Reward for episode 1322: 73.
Reward for episode 1323: 73.
Reward for episode 1324: 73.
Reward for episode 1325: 73.
Reward for episode 1326: 73.
Reward for episode 1327: 73.
Reward for episode 1328: 73.
Reward for episode 1329: 73.
Reward for episode 1330: 73.
Reward for episode 1331: 73.
Reward for episode 1332: 73.
Reward for episode 1333: 73.
Reward for episode 1334: 73.
Reward for episode 1335: 73.
Reward for episode 1336: 73.
Reward for episode 1337: 73.
Reward for episode 1338: 73.
Reward for episode 1339: 73.
Reward for episode 1340: 73.
Reward for episode 1341: 73.
Reward for episode 1342: 73.
Reward for episode 1343: 73.
Reward for episode 1344: 73.
Reward for episode 1345: 73.
Reward for episode 1346: 73.
Reward for episode 1347: 73.
Reward for episode 1348: 73.
Reward for episode 1349: 73.
Reward for episode 1350: 73.
Reward for episode 1351: 73.
Reward for episode 1352: 73.
Reward for episode 1353: 73.
Reward for episode 1354: 73.
Reward for episode 1355: 73.
Reward for episode 1356: 73.
Reward for episode 1357: 73.
Reward for episode 1358: 73.
Reward for episode 1359: 73.
Reward for episode 1360: 73.
Reward for episode 1361: 73.
Reward for episode 1362: 73.
Reward for episode 1363: 73.
Reward for episode 1364: 73.
Reward for episode 1365: 73.
Reward for episode 1366: 73.
Reward for episode 1367: 73.
Reward for episode 1368: 73.
Reward for episode 1369: 73.
Reward for episode 1370: 73.
Reward for episode 1371: 73.
Reward for episode 1372: 73.
Reward for episode 1373: 73.
Reward for episode 1374: 73.
Reward for episode 1375: 73.
Reward for episode 1376: 73.
Reward for episode 1377: 73.
Reward for episode 1378: 73.
Reward for episode 1379: 73.
Reward for episode 1380: 73.
Reward for episode 1381: 73.
Reward for episode 1382: 73.
Reward for episode 1383: 73.
Reward for episode 1384: 73.
Reward for episode 1385: 73.
Reward for episode 1386: 73.
Reward for episode 1387: 73.
Reward for episode 1388: 73.
Reward for episode 1389: 73.
Reward for episode 1390: 73.
Reward for episode 1391: 73.
Reward for episode 1392: 73.
Reward for episode 1393: 73.
Reward for episode 1394: 73.
Reward for episode 1395: 73.
Reward for episode 1396: 73.
Reward for episode 1397: 73.
Reward for episode 1398: 73.
Reward for episode 1399: 73.
Reward for episode 1400: 73.
Reward for episode 1401: 73.
Reward for episode 1402: 73.
Reward for episode 1403: 73.
Reward for episode 1404: 73.
Reward for episode 1405: 73.
Reward for episode 1406: 73.
Reward for episode 1407: 73.
Reward for episode 1408: 73.
Reward for episode 1409: 73.
Reward for episode 1410: 73.
Reward for episode 1411: 73.
Reward for episode 1412: 73.
Reward for episode 1413: 73.
Reward for episode 1414: 73.
Reward for episode 1415: 73.
Reward for episode 1416: 73.
Reward for episode 1417: 73.
Reward for episode 1418: 73.
Reward for episode 1419: 73.
Reward for episode 1420: 73.
Reward for episode 1421: 73.
Reward for episode 1422: 73.
Reward for episode 1423: 73.
Reward for episode 1424: 73.
Reward for episode 1425: 73.
Reward for episode 1426: 73.
Reward for episode 1427: 73.
Reward for episode 1428: 73.
Reward for episode 1429: 73.
Reward for episode 1430: 73.
Reward for episode 1431: 73.
Reward for episode 1432: 73.
Reward for episode 1433: 73.
Reward for episode 1434: 73.
Reward for episode 1435: 73.
Reward for episode 1436: 73.
Reward for episode 1437: 73.
Reward for episode 1438: 73.
Reward for episode 1439: 73.
Reward for episode 1440: 73.
Reward for episode 1441: 73.
Reward for episode 1442: 73.
Reward for episode 1443: 73.
Reward for episode 1444: 73.
Reward for episode 1445: 73.
Reward for episode 1446: 73.
Reward for episode 1447: 73.
Reward for episode 1448: 73.
Reward for episode 1449: 73.
Reward for episode 1450: 73.
Reward for episode 1451: 73.
Reward for episode 1452: 73.
Reward for episode 1453: 73.
Reward for episode 1454: 73.
Reward for episode 1455: 73.
Reward for episode 1456: 73.
Reward for episode 1457: 73.
Reward for episode 1458: 73.
Reward for episode 1459: 73.
Reward for episode 1460: 73.
Reward for episode 1461: 73.
Reward for episode 1462: 73.
Reward for episode 1463: 73.
Reward for episode 1464: 73.
Reward for episode 1465: 73.
Reward for episode 1466: 73.
Reward for episode 1467: 73.
Reward for episode 1468: 73.
Reward for episode 1469: 73.
Reward for episode 1470: 73.
Reward for episode 1471: 73.
Reward for episode 1472: 73.
Reward for episode 1473: 73.
Reward for episode 1474: 73.
Reward for episode 1475: 73.
Reward for episode 1476: 73.
Reward for episode 1477: 73.
Reward for episode 1478: 73.
Reward for episode 1479: 73.
Reward for episode 1480: 73.
Reward for episode 1481: 73.
Reward for episode 1482: 73.
Reward for episode 1483: 73.
Reward for episode 1484: 73.
Reward for episode 1485: 73.
Reward for episode 1486: 73.
Reward for episode 1487: 73.
Reward for episode 1488: 73.
Reward for episode 1489: 73.
Reward for episode 1490: 73.
Reward for episode 1491: 73.
Reward for episode 1492: 73.
Reward for episode 1493: 73.
Reward for episode 1494: 73.
Reward for episode 1495: 73.
Reward for episode 1496: 73.
Reward for episode 1497: 73.
Reward for episode 1498: 73.
Reward for episode 1499: 73.
Reward for episode 1500: 73.
Reward for episode 1501: 73.
Reward for episode 1502: 73.
Reward for episode 1503: 73.
Reward for episode 1504: 73.
Reward for episode 1505: 73.
Reward for episode 1506: 73.
Reward for episode 1507: 73.
Reward for episode 1508: 73.
Reward for episode 1509: 73.
Reward for episode 1510: 73.
Reward for episode 1511: 73.
Reward for episode 1512: 73.
Reward for episode 1513: 73.
Reward for episode 1514: 73.
Reward for episode 1515: 73.
Reward for episode 1516: 73.
Reward for episode 1517: 73.
Reward for episode 1518: 73.
Reward for episode 1519: 73.
Reward for episode 1520: 73.
Reward for episode 1521: 73.
Reward for episode 1522: 73.
Reward for episode 1523: 73.
Reward for episode 1524: 73.
Reward for episode 1525: 73.
Reward for episode 1526: 73.
Reward for episode 1527: 73.
Reward for episode 1528: 73.
Reward for episode 1529: 73.
Reward for episode 1530: 73.
Reward for episode 1531: 73.
Reward for episode 1532: 73.
Reward for episode 1533: 73.
Reward for episode 1534: 73.
Reward for episode 1535: 73.
Reward for episode 1536: 73.
Reward for episode 1537: 73.
Reward for episode 1538: 73.
Reward for episode 1539: 73.
Reward for episode 1540: 73.
Reward for episode 1541: 73.
Reward for episode 1542: 73.
Reward for episode 1543: 73.
Reward for episode 1544: 73.
Reward for episode 1545: 73.
Reward for episode 1546: 73.
Reward for episode 1547: 73.
Reward for episode 1548: 73.
Reward for episode 1549: 73.
Reward for episode 1550: 73.
Reward for episode 1551: 73.
Reward for episode 1552: 73.
Reward for episode 1553: 73.
Reward for episode 1554: 73.
Reward for episode 1555: 73.
Reward for episode 1556: 73.
Reward for episode 1557: 73.
Reward for episode 1558: 73.
Reward for episode 1559: 73.
Reward for episode 1560: 73.
Reward for episode 1561: 73.
Reward for episode 1562: 73.
Reward for episode 1563: 73.
Reward for episode 1564: 73.
Reward for episode 1565: 73.
Reward for episode 1566: 73.
Reward for episode 1567: 73.
Reward for episode 1568: 73.
Reward for episode 1569: 73.
Reward for episode 1570: 73.
Reward for episode 1571: 73.
Reward for episode 1572: 73.
Reward for episode 1573: 73.
Reward for episode 1574: 73.
Reward for episode 1575: 73.
Reward for episode 1576: 73.
Reward for episode 1577: 73.
Reward for episode 1578: 73.
Reward for episode 1579: 73.
Reward for episode 1580: 73.
Reward for episode 1581: 73.
Reward for episode 1582: 73.
Reward for episode 1583: 73.
Reward for episode 1584: 73.
Reward for episode 1585: 73.
Reward for episode 1586: 73.
Reward for episode 1587: 73.
Reward for episode 1588: 73.
Reward for episode 1589: 73.
Reward for episode 1590: 73.
Reward for episode 1591: 73.
Reward for episode 1592: 73.
Reward for episode 1593: 73.
Reward for episode 1594: 73.
Reward for episode 1595: 73.
Reward for episode 1596: 73.
Reward for episode 1597: 73.
Reward for episode 1598: 73.
Reward for episode 1599: 73.
Reward for episode 1600: 73.
Reward for episode 1601: 73.
Reward for episode 1602: 73.
Reward for episode 1603: 73.
Reward for episode 1604: 73.
Reward for episode 1605: 73.
Reward for episode 1606: 73.
Reward for episode 1607: 73.
Reward for episode 1608: 73.
Reward for episode 1609: 73.
Reward for episode 1610: 73.
Reward for episode 1611: 73.
Reward for episode 1612: 73.
Reward for episode 1613: 73.
Reward for episode 1614: 73.
Reward for episode 1615: 73.
Reward for episode 1616: 73.
Reward for episode 1617: 73.
Reward for episode 1618: 73.
Reward for episode 1619: 73.
Reward for episode 1620: 73.
Reward for episode 1621: 73.
Reward for episode 1622: 73.
Reward for episode 1623: 73.
Reward for episode 1624: 73.
Reward for episode 1625: 73.
Reward for episode 1626: 73.
Reward for episode 1627: 73.
Reward for episode 1628: 73.
Reward for episode 1629: 73.
Reward for episode 1630: 73.
Reward for episode 1631: 73.
Reward for episode 1632: 73.
Reward for episode 1633: 73.
Reward for episode 1634: 73.
Reward for episode 1635: 73.
Reward for episode 1636: 73.
Reward for episode 1637: 73.
Reward for episode 1638: 73.
Reward for episode 1639: 73.
Reward for episode 1640: 73.
Reward for episode 1641: 73.
Reward for episode 1642: 73.
Reward for episode 1643: 73.
Reward for episode 1644: 73.
Reward for episode 1645: 73.
Reward for episode 1646: 73.
Reward for episode 1647: 73.
Reward for episode 1648: 73.
Reward for episode 1649: 73.
Reward for episode 1650: 73.
Reward for episode 1651: 73.
Reward for episode 1652: 73.
Reward for episode 1653: 73.
Reward for episode 1654: 73.
Reward for episode 1655: 73.
Reward for episode 1656: 73.
Reward for episode 1657: 73.
Reward for episode 1658: 73.
Reward for episode 1659: 73.
Reward for episode 1660: 73.
Reward for episode 1661: 73.
Reward for episode 1662: 73.
Reward for episode 1663: 73.
Reward for episode 1664: 73.
Reward for episode 1665: 73.
Reward for episode 1666: 73.
Reward for episode 1667: 73.
Reward for episode 1668: 73.
Reward for episode 1669: 73.
Reward for episode 1670: 73.
Reward for episode 1671: 73.
Reward for episode 1672: 73.
Reward for episode 1673: 73.
Reward for episode 1674: 73.
Reward for episode 1675: 73.
Reward for episode 1676: 73.
Reward for episode 1677: 73.
Reward for episode 1678: 73.
Reward for episode 1679: 73.
Reward for episode 1680: 73.
Reward for episode 1681: 73.
Reward for episode 1682: 73.
Reward for episode 1683: 73.
Reward for episode 1684: 73.
Reward for episode 1685: 73.
Reward for episode 1686: 73.
Reward for episode 1687: 73.
Reward for episode 1688: 73.
Reward for episode 1689: 73.
Reward for episode 1690: 73.
Reward for episode 1691: 73.
Reward for episode 1692: 73.
Reward for episode 1693: 73.
Reward for episode 1694: 73.
Reward for episode 1695: 73.
Reward for episode 1696: 73.
Reward for episode 1697: 73.
Reward for episode 1698: 73.
Reward for episode 1699: 73.
Reward for episode 1700: 73.
Reward for episode 1701: 73.
Reward for episode 1702: 73.
Reward for episode 1703: 73.
Reward for episode 1704: 73.
Reward for episode 1705: 73.
Reward for episode 1706: 73.
Reward for episode 1707: 73.
Reward for episode 1708: 73.
Reward for episode 1709: 73.
Reward for episode 1710: 73.
Reward for episode 1711: 73.
Reward for episode 1712: 73.
Reward for episode 1713: 73.
Reward for episode 1714: 73.
Reward for episode 1715: 73.
Reward for episode 1716: 73.
Reward for episode 1717: 73.
Reward for episode 1718: 73.
Reward for episode 1719: 73.
Reward for episode 1720: 73.
Reward for episode 1721: 73.
Reward for episode 1722: 73.
Reward for episode 1723: 73.
Reward for episode 1724: 73.
Reward for episode 1725: 73.
Reward for episode 1726: 73.
Reward for episode 1727: 73.
Reward for episode 1728: 73.
Reward for episode 1729: 73.
Reward for episode 1730: 73.
Reward for episode 1731: 73.
Reward for episode 1732: 73.
Reward for episode 1733: 73.
Reward for episode 1734: 73.
Reward for episode 1735: 73.
Reward for episode 1736: 73.
Reward for episode 1737: 73.
Reward for episode 1738: 73.
Reward for episode 1739: 73.
Reward for episode 1740: 73.
Reward for episode 1741: 73.
Reward for episode 1742: 73.
Reward for episode 1743: 73.
Reward for episode 1744: 73.
Reward for episode 1745: 73.
Reward for episode 1746: 73.
Reward for episode 1747: 73.
Reward for episode 1748: 73.
Reward for episode 1749: 73.
Reward for episode 1750: 73.
Reward for episode 1751: 73.
Reward for episode 1752: 73.
Reward for episode 1753: 73.
Reward for episode 1754: 73.
Reward for episode 1755: 73.
Reward for episode 1756: 73.
Reward for episode 1757: 73.
Reward for episode 1758: 73.
Reward for episode 1759: 73.
Reward for episode 1760: 73.
Reward for episode 1761: 73.
Reward for episode 1762: 73.
Reward for episode 1763: 73.
Reward for episode 1764: 73.
Reward for episode 1765: 73.
Reward for episode 1766: 73.
Reward for episode 1767: 73.
Reward for episode 1768: 73.
Reward for episode 1769: 73.
Reward for episode 1770: 73.
Reward for episode 1771: 73.
Reward for episode 1772: 73.
Reward for episode 1773: 73.
Reward for episode 1774: 73.
Reward for episode 1775: 73.
Reward for episode 1776: 73.
Reward for episode 1777: 73.
Reward for episode 1778: 73.
Reward for episode 1779: 73.
Reward for episode 1780: 73.
Reward for episode 1781: 73.
Reward for episode 1782: 73.
Reward for episode 1783: 73.
Reward for episode 1784: 73.
Reward for episode 1785: 73.
Reward for episode 1786: 73.
Reward for episode 1787: 73.
Reward for episode 1788: 73.
Reward for episode 1789: 73.
Reward for episode 1790: 73.
Reward for episode 1791: 73.
Reward for episode 1792: 73.
Reward for episode 1793: 73.
Reward for episode 1794: 73.
Reward for episode 1795: 73.
Reward for episode 1796: 73.
Reward for episode 1797: 73.
Reward for episode 1798: 73.
Reward for episode 1799: 73.
Reward for episode 1800: 73.
Reward for episode 1801: 73.
Reward for episode 1802: 73.
Reward for episode 1803: 73.
Reward for episode 1804: 73.
Reward for episode 1805: 73.
Reward for episode 1806: 73.
Reward for episode 1807: 73.
Reward for episode 1808: 73.
Reward for episode 1809: 73.
Reward for episode 1810: 73.
Reward for episode 1811: 73.
Reward for episode 1812: 73.
Reward for episode 1813: 73.
Reward for episode 1814: 73.
Reward for episode 1815: 73.
Reward for episode 1816: 73.
Reward for episode 1817: 73.
Reward for episode 1818: 73.
Reward for episode 1819: 73.
Reward for episode 1820: 73.
Reward for episode 1821: 73.
Reward for episode 1822: 73.
Reward for episode 1823: 73.
Reward for episode 1824: 73.
Reward for episode 1825: 73.
Reward for episode 1826: 73.
Reward for episode 1827: 73.
Reward for episode 1828: 73.
Reward for episode 1829: 73.
Reward for episode 1830: 73.
Reward for episode 1831: 73.
Reward for episode 1832: 73.
Reward for episode 1833: 73.
Reward for episode 1834: 73.
Reward for episode 1835: 73.
Reward for episode 1836: 73.
Reward for episode 1837: 73.
Reward for episode 1838: 73.
Reward for episode 1839: 73.
Reward for episode 1840: 73.
Reward for episode 1841: 73.
Reward for episode 1842: 73.
Reward for episode 1843: 73.
Reward for episode 1844: 73.
Reward for episode 1845: 73.
Reward for episode 1846: 73.
Reward for episode 1847: 73.
Reward for episode 1848: 73.
Reward for episode 1849: 73.
Reward for episode 1850: 73.
Reward for episode 1851: 73.
Reward for episode 1852: 73.
Reward for episode 1853: 73.
Reward for episode 1854: 73.
Reward for episode 1855: 73.
Reward for episode 1856: 73.
Reward for episode 1857: 73.
Reward for episode 1858: 73.
Reward for episode 1859: 73.
Reward for episode 1860: 73.
Reward for episode 1861: 73.
Reward for episode 1862: 73.
Reward for episode 1863: 73.
Reward for episode 1864: 73.
Reward for episode 1865: 73.
Reward for episode 1866: 73.
Reward for episode 1867: 73.
Reward for episode 1868: 73.
Reward for episode 1869: 73.
Reward for episode 1870: 73.
Reward for episode 1871: 73.
Reward for episode 1872: 73.
Reward for episode 1873: 73.
Reward for episode 1874: 73.
Reward for episode 1875: 73.
Reward for episode 1876: 73.
Reward for episode 1877: 73.
Reward for episode 1878: 73.
Reward for episode 1879: 73.
Reward for episode 1880: 73.
Reward for episode 1881: 73.
Reward for episode 1882: 73.
Reward for episode 1883: 73.
Reward for episode 1884: 73.
Reward for episode 1885: 73.
Reward for episode 1886: 73.
Reward for episode 1887: 73.
Reward for episode 1888: 73.
Reward for episode 1889: 73.
Reward for episode 1890: 73.
Reward for episode 1891: 73.
Reward for episode 1892: 73.
Reward for episode 1893: 73.
Reward for episode 1894: 73.
Reward for episode 1895: 73.
Reward for episode 1896: 73.
Reward for episode 1897: 73.
Reward for episode 1898: 73.
Reward for episode 1899: 73.
Reward for episode 1900: 73.
Reward for episode 1901: 73.
Reward for episode 1902: 73.
Reward for episode 1903: 73.
Reward for episode 1904: 73.
Reward for episode 1905: 73.
Reward for episode 1906: 73.
Reward for episode 1907: 73.
Reward for episode 1908: 73.
Reward for episode 1909: 73.
Reward for episode 1910: 73.
Reward for episode 1911: 73.
Reward for episode 1912: 73.
Reward for episode 1913: 73.
Reward for episode 1914: 73.
Reward for episode 1915: 73.
Reward for episode 1916: 73.
Reward for episode 1917: 73.
Reward for episode 1918: 73.
Reward for episode 1919: 73.
Reward for episode 1920: 73.
Reward for episode 1921: 73.
Reward for episode 1922: 73.
Reward for episode 1923: 73.
Reward for episode 1924: 73.
Reward for episode 1925: 73.
Reward for episode 1926: 73.
Reward for episode 1927: 73.
Reward for episode 1928: 73.
Reward for episode 1929: 73.
Reward for episode 1930: 73.
Reward for episode 1931: 73.
Reward for episode 1932: 73.
Reward for episode 1933: 73.
Reward for episode 1934: 73.
Reward for episode 1935: 73.
Reward for episode 1936: 73.
Reward for episode 1937: 73.
Reward for episode 1938: 73.
Reward for episode 1939: 73.
Reward for episode 1940: 73.
Reward for episode 1941: 73.
Reward for episode 1942: 73.
Reward for episode 1943: 73.
Reward for episode 1944: 73.
Reward for episode 1945: 73.
Reward for episode 1946: 73.
Reward for episode 1947: 73.
Reward for episode 1948: 73.
Reward for episode 1949: 73.
Reward for episode 1950: 73.
Reward for episode 1951: 73.
Reward for episode 1952: 73.
Reward for episode 1953: 73.
Reward for episode 1954: 73.
Reward for episode 1955: 73.
Reward for episode 1956: 73.
Reward for episode 1957: 73.
Reward for episode 1958: 73.
Reward for episode 1959: 73.
Reward for episode 1960: 73.
Reward for episode 1961: 73.
Reward for episode 1962: 73.
Reward for episode 1963: 73.
Reward for episode 1964: 73.
Reward for episode 1965: 73.
Reward for episode 1966: 73.
Reward for episode 1967: 73.
Reward for episode 1968: 73.
Reward for episode 1969: 73.
Reward for episode 1970: 73.
Reward for episode 1971: 73.
Reward for episode 1972: 73.
Reward for episode 1973: 73.
Reward for episode 1974: 73.
Reward for episode 1975: 73.
Reward for episode 1976: 73.
Reward for episode 1977: 73.
Reward for episode 1978: 73.
Reward for episode 1979: 73.
Reward for episode 1980: 73.
Reward for episode 1981: 73.
Reward for episode 1982: 73.
Reward for episode 1983: 73.
Reward for episode 1984: 73.
Reward for episode 1985: 73.
Reward for episode 1986: 73.
Reward for episode 1987: 73.
Reward for episode 1988: 73.
Reward for episode 1989: 73.
Reward for episode 1990: 73.
Reward for episode 1991: 73.
Reward for episode 1992: 73.
Reward for episode 1993: 73.
Reward for episode 1994: 73.
Reward for episode 1995: 73.
Reward for episode 1996: 73.
Reward for episode 1997: 73.
Reward for episode 1998: 73.
Reward for episode 1999: 73.
Reward for episode 2000: 73.
