REWARD PER EPISODE FOR Q-LEARNING
Reward for episode 1061: 86.
Reward for episode 1062: 90.
Reward for episode 1063: 87.
Reward for episode 1064: 91.
Reward for episode 1065: 89.
Reward for episode 1066: 90.
Reward for episode 1067: 88.
Reward for episode 1068: 85.
Reward for episode 1069: 91.
Reward for episode 1070: 89.
Reward for episode 1071: 91.
Reward for episode 1072: 90.
Reward for episode 1073: 90.
Reward for episode 1074: 91.
Reward for episode 1075: 90.
Reward for episode 1076: 89.
Reward for episode 1077: 89.
Reward for episode 1078: 91.
Reward for episode 1079: 90.
Reward for episode 1080: 91.
Reward for episode 1081: 88.
Reward for episode 1082: 91.
Reward for episode 1083: 90.
Reward for episode 1084: 90.
Reward for episode 1085: 90.
Reward for episode 1086: 90.
Reward for episode 1087: 91.
Reward for episode 1088: 89.
Reward for episode 1089: 90.
Reward for episode 1090: 90.
Reward for episode 1091: 91.
Reward for episode 1092: 88.
Reward for episode 1093: 90.
Reward for episode 1094: 90.
Reward for episode 1095: 91.
Reward for episode 1096: 90.
Reward for episode 1097: 90.
Reward for episode 1098: 91.
Reward for episode 1099: 90.
Reward for episode 1100: 90.
Reward for episode 1101: 91.
Reward for episode 1102: 90.
Reward for episode 1103: 91.
Reward for episode 1104: 90.
Reward for episode 1105: 91.
Reward for episode 1106: 90.
Reward for episode 1107: 90.
Reward for episode 1108: 88.
Reward for episode 1109: 88.
Reward for episode 1110: 88.
Reward for episode 1111: 91.
Reward for episode 1112: 88.
Reward for episode 1113: 89.
Reward for episode 1114: 89.
Reward for episode 1115: 89.
Reward for episode 1116: 90.
Reward for episode 1117: 89.
Reward for episode 1118: 90.
Reward for episode 1119: 89.
Reward for episode 1120: 90.
Reward for episode 1121: 90.
Reward for episode 1122: 90.
Reward for episode 1123: 90.
Reward for episode 1124: 90.
Reward for episode 1125: 90.
Reward for episode 1126: 87.
Reward for episode 1127: 90.
Reward for episode 1128: 90.
Reward for episode 1129: 91.
Reward for episode 1130: 90.
Reward for episode 1131: 88.
Reward for episode 1132: 89.
Reward for episode 1133: 74.
Reward for episode 1134: 91.
Reward for episode 1135: 91.
Reward for episode 1136: 89.
Reward for episode 1137: 91.
Reward for episode 1138: 89.
Reward for episode 1139: 90.
Reward for episode 1140: 90.
Reward for episode 1141: 90.
Reward for episode 1142: 88.
Reward for episode 1143: 89.
Reward for episode 1144: 71.
Reward for episode 1145: 89.
Reward for episode 1146: 90.
Reward for episode 1147: 89.
Reward for episode 1148: 86.
Reward for episode 1149: 91.
Reward for episode 1150: 91.
Reward for episode 1151: 91.
Reward for episode 1152: 89.
Reward for episode 1153: 91.
Reward for episode 1154: 89.
Reward for episode 1155: 87.
Reward for episode 1156: 91.
Reward for episode 1157: 88.
Reward for episode 1158: 91.
Reward for episode 1159: 90.
Reward for episode 1160: 88.
Reward for episode 1161: 90.
Reward for episode 1162: 91.
Reward for episode 1163: 91.
Reward for episode 1164: 91.
Reward for episode 1165: 91.
Reward for episode 1166: 91.
Reward for episode 1167: 90.
Reward for episode 1168: 88.
Reward for episode 1169: 91.
Reward for episode 1170: 84.
Reward for episode 1171: 87.
Reward for episode 1172: 90.
Reward for episode 1173: 91.
Reward for episode 1174: 90.
Reward for episode 1175: 90.
Reward for episode 1176: 90.
Reward for episode 1177: 91.
Reward for episode 1178: 91.
Reward for episode 1179: 91.
Reward for episode 1180: 91.
Reward for episode 1181: 90.
Reward for episode 1182: 90.
Reward for episode 1183: 90.
Reward for episode 1184: 90.
Reward for episode 1185: 82.
Reward for episode 1186: 91.
Reward for episode 1187: 90.
Reward for episode 1188: 90.
Reward for episode 1189: 90.
Reward for episode 1190: 90.
Reward for episode 1191: 91.
Reward for episode 1192: 90.
Reward for episode 1193: 90.
Reward for episode 1194: 89.
Reward for episode 1195: 90.
Reward for episode 1196: 88.
Reward for episode 1197: 88.
Reward for episode 1198: 91.
Reward for episode 1199: 91.
Reward for episode 1200: 90.
Reward for episode 1201: 91.
Reward for episode 1202: 90.
Reward for episode 1203: 89.
Reward for episode 1204: 90.
Reward for episode 1205: 88.
Reward for episode 1206: 89.
Reward for episode 1207: 90.
Reward for episode 1208: 89.
Reward for episode 1209: 91.
Reward for episode 1210: 89.
Reward for episode 1211: 88.
Reward for episode 1212: 91.
Reward for episode 1213: 91.
Reward for episode 1214: 88.
Reward for episode 1215: 89.
Reward for episode 1216: 90.
Reward for episode 1217: 91.
Reward for episode 1218: 90.
Reward for episode 1219: 89.
Reward for episode 1220: 90.
Reward for episode 1221: 90.
Reward for episode 1222: 90.
Reward for episode 1223: 90.
Reward for episode 1224: 86.
Reward for episode 1225: 89.
Reward for episode 1226: 85.
Reward for episode 1227: 90.
Reward for episode 1228: 90.
Reward for episode 1229: 90.
Reward for episode 1230: 90.
Reward for episode 1231: 91.
Reward for episode 1232: 91.
Reward for episode 1233: 91.
Reward for episode 1234: 91.
Reward for episode 1235: 90.
Reward for episode 1236: 89.
Reward for episode 1237: 89.
Reward for episode 1238: 90.
Reward for episode 1239: 91.
Reward for episode 1240: 87.
Reward for episode 1241: 91.
Reward for episode 1242: 89.
Reward for episode 1243: 88.
Reward for episode 1244: 89.
Reward for episode 1245: 90.
Reward for episode 1246: 89.
Reward for episode 1247: 89.
Reward for episode 1248: 90.
Reward for episode 1249: 91.
Reward for episode 1250: 89.
Reward for episode 1251: 87.
Reward for episode 1252: 87.
Reward for episode 1253: 90.
Reward for episode 1254: 91.
Reward for episode 1255: 91.
Reward for episode 1256: 88.
Reward for episode 1257: 88.
Reward for episode 1258: 88.
Reward for episode 1259: 91.
Reward for episode 1260: 91.
Reward for episode 1261: 88.
Reward for episode 1262: 90.
Reward for episode 1263: 90.
Reward for episode 1264: 89.
Reward for episode 1265: 90.
Reward for episode 1266: 91.
Reward for episode 1267: 91.
Reward for episode 1268: 90.
Reward for episode 1269: 90.
Reward for episode 1270: 91.
Reward for episode 1271: 91.
Reward for episode 1272: 89.
Reward for episode 1273: 90.
Reward for episode 1274: 90.
Reward for episode 1275: 90.
Reward for episode 1276: 88.
Reward for episode 1277: 90.
Reward for episode 1278: 88.
Reward for episode 1279: 90.
Reward for episode 1280: 89.
Reward for episode 1281: 91.
Reward for episode 1282: 89.
Reward for episode 1283: 89.
Reward for episode 1284: 91.
Reward for episode 1285: 90.
Reward for episode 1286: 90.
Reward for episode 1287: 89.
Reward for episode 1288: 90.
Reward for episode 1289: 88.
Reward for episode 1290: 88.
Reward for episode 1291: 90.
Reward for episode 1292: 88.
Reward for episode 1293: 89.
Reward for episode 1294: 91.
Reward for episode 1295: 90.
Reward for episode 1296: 90.
Reward for episode 1297: 90.
Reward for episode 1298: 90.
Reward for episode 1299: 91.
Reward for episode 1300: 91.
Reward for episode 1301: 90.
Reward for episode 1302: 89.
Reward for episode 1303: 90.
Reward for episode 1304: 88.
Reward for episode 1305: 91.
Reward for episode 1306: 90.
Reward for episode 1307: 89.
Reward for episode 1308: 91.
Reward for episode 1309: 89.
Reward for episode 1310: 91.
Reward for episode 1311: 90.
Reward for episode 1312: 90.
Reward for episode 1313: 89.
Reward for episode 1314: 89.
Reward for episode 1315: 90.
Reward for episode 1316: 90.
Reward for episode 1317: 89.
Reward for episode 1318: 90.
Reward for episode 1319: 90.
Reward for episode 1320: 91.
Reward for episode 1321: 90.
Reward for episode 1322: 91.
Reward for episode 1323: 90.
Reward for episode 1324: 90.
Reward for episode 1325: 90.
Reward for episode 1326: 89.
Reward for episode 1327: 90.
Reward for episode 1328: 91.
Reward for episode 1329: 88.
Reward for episode 1330: 90.
Reward for episode 1331: 91.
Reward for episode 1332: 91.
Reward for episode 1333: 90.
Reward for episode 1334: 88.
Reward for episode 1335: 90.
Reward for episode 1336: 91.
Reward for episode 1337: 88.
Reward for episode 1338: 89.
Reward for episode 1339: 90.
Reward for episode 1340: 88.
Reward for episode 1341: 91.
Reward for episode 1342: 89.
Reward for episode 1343: 91.
Reward for episode 1344: 91.
Reward for episode 1345: 90.
Reward for episode 1346: 91.
Reward for episode 1347: 90.
Reward for episode 1348: 91.
Reward for episode 1349: 90.
Reward for episode 1350: 89.
Reward for episode 1351: 91.
Reward for episode 1352: 91.
Reward for episode 1353: 89.
Reward for episode 1354: 89.
Reward for episode 1355: 91.
Reward for episode 1356: 90.
Reward for episode 1357: 90.
Reward for episode 1358: 90.
Reward for episode 1359: 88.
Reward for episode 1360: 91.
Reward for episode 1361: 91.
Reward for episode 1362: 89.
Reward for episode 1363: 91.
Reward for episode 1364: 89.
Reward for episode 1365: 89.
Reward for episode 1366: 91.
Reward for episode 1367: 91.
Reward for episode 1368: 91.
Reward for episode 1369: 90.
Reward for episode 1370: 91.
Reward for episode 1371: 89.
Reward for episode 1372: 91.
Reward for episode 1373: 90.
Reward for episode 1374: 90.
Reward for episode 1375: 89.
Reward for episode 1376: 91.
Reward for episode 1377: 90.
Reward for episode 1378: 90.
Reward for episode 1379: 90.
Reward for episode 1380: 90.
Reward for episode 1381: 89.
Reward for episode 1382: 91.
Reward for episode 1383: 91.
Reward for episode 1384: 88.
Reward for episode 1385: 90.
Reward for episode 1386: 88.
Reward for episode 1387: 91.
Reward for episode 1388: 91.
Reward for episode 1389: 90.
Reward for episode 1390: 90.
Reward for episode 1391: 90.
Reward for episode 1392: 89.
Reward for episode 1393: 90.
Reward for episode 1394: 89.
Reward for episode 1395: 90.
Reward for episode 1396: 91.
Reward for episode 1397: 91.
Reward for episode 1398: 89.
Reward for episode 1399: 88.
Reward for episode 1400: 91.
Reward for episode 1401: 90.
Reward for episode 1402: 90.
Reward for episode 1403: 91.
Reward for episode 1404: 91.
Reward for episode 1405: 90.
Reward for episode 1406: 88.
Reward for episode 1407: 88.
Reward for episode 1408: 89.
Reward for episode 1409: 90.
Reward for episode 1410: 91.
Reward for episode 1411: 89.
Reward for episode 1412: 89.
Reward for episode 1413: 91.
Reward for episode 1414: 90.
Reward for episode 1415: 90.
Reward for episode 1416: 89.
Reward for episode 1417: 90.
Reward for episode 1418: 90.
Reward for episode 1419: 89.
Reward for episode 1420: 91.
Reward for episode 1421: 90.
Reward for episode 1422: 91.
Reward for episode 1423: 91.
Reward for episode 1424: 90.
Reward for episode 1425: 90.
Reward for episode 1426: 91.
Reward for episode 1427: 91.
Reward for episode 1428: 89.
Reward for episode 1429: 90.
Reward for episode 1430: 91.
Reward for episode 1431: 90.
Reward for episode 1432: 89.
Reward for episode 1433: 90.
Reward for episode 1434: 88.
Reward for episode 1435: 89.
Reward for episode 1436: 90.
Reward for episode 1437: 89.
Reward for episode 1438: 91.
Reward for episode 1439: 91.
Reward for episode 1440: 89.
Reward for episode 1441: 91.
Reward for episode 1442: 91.
Reward for episode 1443: 89.
Reward for episode 1444: 90.
Reward for episode 1445: 91.
Reward for episode 1446: 89.
Reward for episode 1447: 89.
Reward for episode 1448: 88.
Reward for episode 1449: 91.
Reward for episode 1450: 90.
Reward for episode 1451: 89.
Reward for episode 1452: 87.
Reward for episode 1453: 91.
Reward for episode 1454: 88.
Reward for episode 1455: 89.
Reward for episode 1456: 91.
Reward for episode 1457: 91.
Reward for episode 1458: 89.
Reward for episode 1459: 90.
Reward for episode 1460: 90.
Reward for episode 1461: 91.
Reward for episode 1462: 89.
Reward for episode 1463: 91.
Reward for episode 1464: 89.
Reward for episode 1465: 90.
Reward for episode 1466: 90.
Reward for episode 1467: 87.
Reward for episode 1468: 91.
Reward for episode 1469: 90.
Reward for episode 1470: 88.
Reward for episode 1471: 91.
Reward for episode 1472: 89.
Reward for episode 1473: 88.
Reward for episode 1474: 91.
Reward for episode 1475: 91.
Reward for episode 1476: 90.
Reward for episode 1477: 89.
Reward for episode 1478: 91.
Reward for episode 1479: 90.
Reward for episode 1480: 91.
Reward for episode 1481: 91.
Reward for episode 1482: 91.
Reward for episode 1483: 87.
Reward for episode 1484: 88.
Reward for episode 1485: 90.
Reward for episode 1486: 89.
Reward for episode 1487: 90.
Reward for episode 1488: 89.
Reward for episode 1489: 91.
Reward for episode 1490: 89.
Reward for episode 1491: 91.
Reward for episode 1492: 91.
Reward for episode 1493: 91.
Reward for episode 1494: 87.
Reward for episode 1495: 90.
Reward for episode 1496: 89.
Reward for episode 1497: 90.
Reward for episode 1498: 91.
Reward for episode 1499: 90.
Reward for episode 1500: 91.
Reward for episode 1501: 89.
Reward for episode 1502: 89.
Reward for episode 1503: 90.
Reward for episode 1504: 91.
Reward for episode 1505: 89.
Reward for episode 1506: 90.
Reward for episode 1507: 91.
Reward for episode 1508: 91.
Reward for episode 1509: 87.
Reward for episode 1510: 91.
Reward for episode 1511: 89.
Reward for episode 1512: 90.
Reward for episode 1513: 91.
Reward for episode 1514: 91.
Reward for episode 1515: 91.
Reward for episode 1516: 91.
Reward for episode 1517: 90.
Reward for episode 1518: 91.
Reward for episode 1519: 91.
Reward for episode 1520: 90.
Reward for episode 1521: 89.
Reward for episode 1522: 91.
Reward for episode 1523: 89.
Reward for episode 1524: 91.
Reward for episode 1525: 91.
Reward for episode 1526: 91.
Reward for episode 1527: 91.
Reward for episode 1528: 89.
Reward for episode 1529: 91.
Reward for episode 1530: 91.
Reward for episode 1531: 90.
Reward for episode 1532: 89.
Reward for episode 1533: 90.
Reward for episode 1534: 89.
Reward for episode 1535: 90.
Reward for episode 1536: 90.
Reward for episode 1537: 91.
Reward for episode 1538: 91.
Reward for episode 1539: 89.
Reward for episode 1540: 87.
Reward for episode 1541: 89.
Reward for episode 1542: 90.
Reward for episode 1543: 91.
Reward for episode 1544: 88.
Reward for episode 1545: 88.
Reward for episode 1546: 90.
Reward for episode 1547: 91.
Reward for episode 1548: 89.
Reward for episode 1549: 89.
Reward for episode 1550: 90.
Reward for episode 1551: 90.
Reward for episode 1552: 91.
Reward for episode 1553: 87.
Reward for episode 1554: 91.
Reward for episode 1555: 91.
Reward for episode 1556: 88.
Reward for episode 1557: 90.
Reward for episode 1558: 89.
Reward for episode 1559: 91.
Reward for episode 1560: 90.
Reward for episode 1561: 91.
Reward for episode 1562: 91.
Reward for episode 1563: 89.
Reward for episode 1564: 90.
Reward for episode 1565: 90.
Reward for episode 1566: 89.
Reward for episode 1567: 89.
Reward for episode 1568: 89.
Reward for episode 1569: 90.
Reward for episode 1570: 90.
Reward for episode 1571: 90.
Reward for episode 1572: 91.
Reward for episode 1573: 90.
Reward for episode 1574: 91.
Reward for episode 1575: 91.
Reward for episode 1576: 91.
Reward for episode 1577: 87.
Reward for episode 1578: 89.
Reward for episode 1579: 90.
Reward for episode 1580: 89.
Reward for episode 1581: 89.
Reward for episode 1582: 87.
Reward for episode 1583: 90.
Reward for episode 1584: 90.
Reward for episode 1585: 90.
Reward for episode 1586: 89.
Reward for episode 1587: 88.
Reward for episode 1588: 91.
Reward for episode 1589: 89.
Reward for episode 1590: 90.
Reward for episode 1591: 91.
Reward for episode 1592: 91.
Reward for episode 1593: 89.
Reward for episode 1594: 89.
Reward for episode 1595: 91.
Reward for episode 1596: 91.
Reward for episode 1597: 90.
Reward for episode 1598: 90.
Reward for episode 1599: 90.
Reward for episode 1600: 91.
Reward for episode 1601: 91.
Reward for episode 1602: 88.
Reward for episode 1603: 90.
Reward for episode 1604: 89.
Reward for episode 1605: 89.
Reward for episode 1606: 90.
Reward for episode 1607: 91.
Reward for episode 1608: 90.
Reward for episode 1609: 88.
Reward for episode 1610: 88.
Reward for episode 1611: 89.
Reward for episode 1612: 91.
Reward for episode 1613: 89.
Reward for episode 1614: 90.
Reward for episode 1615: 88.
Reward for episode 1616: 90.
Reward for episode 1617: 90.
Reward for episode 1618: 91.
Reward for episode 1619: 91.
Reward for episode 1620: 91.
Reward for episode 1621: 89.
Reward for episode 1622: 88.
Reward for episode 1623: 89.
Reward for episode 1624: 89.
Reward for episode 1625: 91.
Reward for episode 1626: 91.
Reward for episode 1627: 89.
Reward for episode 1628: 89.
Reward for episode 1629: 90.
Reward for episode 1630: 90.
Reward for episode 1631: 91.
Reward for episode 1632: 90.
Reward for episode 1633: 89.
Reward for episode 1634: 90.
Reward for episode 1635: 91.
Reward for episode 1636: 90.
Reward for episode 1637: 89.
Reward for episode 1638: 91.
Reward for episode 1639: 91.
Reward for episode 1640: 91.
Reward for episode 1641: 89.
Reward for episode 1642: 88.
Reward for episode 1643: 90.
Reward for episode 1644: 87.
Reward for episode 1645: 91.
Reward for episode 1646: 91.
Reward for episode 1647: 91.
Reward for episode 1648: 89.
Reward for episode 1649: 90.
Reward for episode 1650: 91.
Reward for episode 1651: 91.
Reward for episode 1652: 91.
Reward for episode 1653: 90.
Reward for episode 1654: 90.
Reward for episode 1655: 91.
Reward for episode 1656: 91.
Reward for episode 1657: 88.
Reward for episode 1658: 89.
Reward for episode 1659: 91.
Reward for episode 1660: 90.
Reward for episode 1661: 91.
Reward for episode 1662: 91.
Reward for episode 1663: 90.
Reward for episode 1664: 89.
Reward for episode 1665: 90.
Reward for episode 1666: 90.
Reward for episode 1667: 91.
Reward for episode 1668: 88.
Reward for episode 1669: 89.
Reward for episode 1670: 88.
Reward for episode 1671: 91.
Reward for episode 1672: 87.
Reward for episode 1673: 88.
Reward for episode 1674: 89.
Reward for episode 1675: 91.
Reward for episode 1676: 90.
Reward for episode 1677: 91.
Reward for episode 1678: 90.
Reward for episode 1679: 89.
Reward for episode 1680: 89.
Reward for episode 1681: 89.
Reward for episode 1682: 89.
Reward for episode 1683: 90.
Reward for episode 1684: 90.
Reward for episode 1685: 91.
Reward for episode 1686: 90.
Reward for episode 1687: 88.
Reward for episode 1688: 91.
Reward for episode 1689: 91.
Reward for episode 1690: 91.
Reward for episode 1691: 90.
Reward for episode 1692: 88.
Reward for episode 1693: 90.
Reward for episode 1694: 89.
Reward for episode 1695: 89.
Reward for episode 1696: 90.
Reward for episode 1697: 88.
Reward for episode 1698: 90.
Reward for episode 1699: 90.
Reward for episode 1700: 89.
Reward for episode 1701: 88.
Reward for episode 1702: 91.
Reward for episode 1703: 91.
Reward for episode 1704: 90.
Reward for episode 1705: 90.
Reward for episode 1706: 86.
Reward for episode 1707: 90.
Reward for episode 1708: 89.
Reward for episode 1709: 91.
Reward for episode 1710: 87.
Reward for episode 1711: 90.
Reward for episode 1712: 90.
Reward for episode 1713: 90.
Reward for episode 1714: 91.
Reward for episode 1715: 91.
Reward for episode 1716: 90.
Reward for episode 1717: 91.
Reward for episode 1718: 90.
Reward for episode 1719: 90.
Reward for episode 1720: 91.
Reward for episode 1721: 91.
Reward for episode 1722: 90.
Reward for episode 1723: 89.
Reward for episode 1724: 89.
Reward for episode 1725: 90.
Reward for episode 1726: 90.
Reward for episode 1727: 90.
Reward for episode 1728: 91.
Reward for episode 1729: 90.
Reward for episode 1730: 90.
Reward for episode 1731: 88.
Reward for episode 1732: 88.
Reward for episode 1733: 90.
Reward for episode 1734: 90.
Reward for episode 1735: 91.
Reward for episode 1736: 89.
Reward for episode 1737: 89.
Reward for episode 1738: 89.
Reward for episode 1739: 89.
Reward for episode 1740: 88.
Reward for episode 1741: 89.
Reward for episode 1742: 89.
Reward for episode 1743: 89.
Reward for episode 1744: 91.
Reward for episode 1745: 90.
Reward for episode 1746: 86.
Reward for episode 1747: 86.
Reward for episode 1748: 91.
Reward for episode 1749: 89.
Reward for episode 1750: 91.
Reward for episode 1751: 89.
Reward for episode 1752: 89.
Reward for episode 1753: 91.
Reward for episode 1754: 90.
Reward for episode 1755: 90.
Reward for episode 1756: 91.
Reward for episode 1757: 89.
Reward for episode 1758: 90.
Reward for episode 1759: 90.
Reward for episode 1760: 89.
Reward for episode 1761: 90.
Reward for episode 1762: 91.
Reward for episode 1763: 90.
Reward for episode 1764: 87.
Reward for episode 1765: 90.
Reward for episode 1766: 91.
Reward for episode 1767: 91.
Reward for episode 1768: 91.
Reward for episode 1769: 91.
Reward for episode 1770: 91.
Reward for episode 1771: 90.
Reward for episode 1772: 91.
Reward for episode 1773: 90.
Reward for episode 1774: 90.
Reward for episode 1775: 89.
Reward for episode 1776: 90.
Reward for episode 1777: 90.
Reward for episode 1778: 90.
Reward for episode 1779: 89.
Reward for episode 1780: 87.
Reward for episode 1781: 90.
Reward for episode 1782: 91.
Reward for episode 1783: 90.
Reward for episode 1784: 90.
Reward for episode 1785: 90.
Reward for episode 1786: 88.
Reward for episode 1787: 91.
Reward for episode 1788: 91.
Reward for episode 1789: 90.
Reward for episode 1790: 90.
Reward for episode 1791: 88.
Reward for episode 1792: 91.
Reward for episode 1793: 90.
Reward for episode 1794: 89.
Reward for episode 1795: 90.
Reward for episode 1796: 88.
Reward for episode 1797: 88.
Reward for episode 1798: 90.
Reward for episode 1799: 89.
Reward for episode 1800: 90.
Reward for episode 1801: 90.
Reward for episode 1802: 91.
Reward for episode 1803: 91.
Reward for episode 1804: 89.
Reward for episode 1805: 89.
Reward for episode 1806: 91.
Reward for episode 1807: 90.
Reward for episode 1808: 91.
Reward for episode 1809: 90.
Reward for episode 1810: 88.
Reward for episode 1811: 91.
Reward for episode 1812: 90.
Reward for episode 1813: 86.
Reward for episode 1814: 89.
Reward for episode 1815: 90.
Reward for episode 1816: 91.
Reward for episode 1817: 90.
Reward for episode 1818: 91.
Reward for episode 1819: 91.
Reward for episode 1820: 90.
Reward for episode 1821: 90.
Reward for episode 1822: 90.
Reward for episode 1823: 91.
Reward for episode 1824: 91.
Reward for episode 1825: 90.
Reward for episode 1826: 87.
Reward for episode 1827: 64.
Reward for episode 1828: 78.
Reward for episode 1829: 82.
Reward for episode 1830: 91.
Reward for episode 1831: 90.
Reward for episode 1832: 91.
Reward for episode 1833: 90.
Reward for episode 1834: 91.
Reward for episode 1835: 39.
Reward for episode 1836: 86.
Reward for episode 1837: 18.
Reward for episode 1838: 88.
Reward for episode 1839: 88.
Reward for episode 1840: 89.
Reward for episode 1841: 90.
Reward for episode 1842: 89.
Reward for episode 1843: 91.
Reward for episode 1844: 80.
Reward for episode 1845: 83.
Reward for episode 1846: 80.
Reward for episode 1847: 86.
Reward for episode 1848: 60.
Reward for episode 1849: 88.
Reward for episode 1850: 40.
Reward for episode 1851: 81.
Reward for episode 1852: 63.
Reward for episode 1853: 73.
Reward for episode 1854: 90.
Reward for episode 1855: 90.
Reward for episode 1856: 90.
Reward for episode 1857: 90.
Reward for episode 1858: 89.
Reward for episode 1859: 91.
Reward for episode 1860: 90.
Reward for episode 1861: 90.
Reward for episode 1862: 89.
Reward for episode 1863: 90.
Reward for episode 1864: 89.
Reward for episode 1865: 91.
Reward for episode 1866: 90.
Reward for episode 1867: 91.
Reward for episode 1868: 91.
Reward for episode 1869: 91.
Reward for episode 1870: 90.
Reward for episode 1871: 91.
Reward for episode 1872: 90.
Reward for episode 1873: 90.
Reward for episode 1874: 89.
Reward for episode 1875: 91.
Reward for episode 1876: 88.
Reward for episode 1877: 91.
Reward for episode 1878: 89.
Reward for episode 1879: 90.
Reward for episode 1880: 90.
Reward for episode 1881: 89.
Reward for episode 1882: 90.
Reward for episode 1883: 88.
Reward for episode 1884: 91.
Reward for episode 1885: 88.
Reward for episode 1886: 90.
Reward for episode 1887: 88.
Reward for episode 1888: 90.
Reward for episode 1889: 88.
Reward for episode 1890: 91.
Reward for episode 1891: 90.
Reward for episode 1892: 90.
Reward for episode 1893: 89.
Reward for episode 1894: 91.
Reward for episode 1895: 89.
Reward for episode 1896: 90.
Reward for episode 1897: 90.
Reward for episode 1898: 91.
Reward for episode 1899: 89.
Reward for episode 1900: 89.
Reward for episode 1901: 91.
Reward for episode 1902: 91.
Reward for episode 1903: 89.
Reward for episode 1904: 90.
Reward for episode 1905: 90.
Reward for episode 1906: 89.
Reward for episode 1907: 87.
Reward for episode 1908: 91.
Reward for episode 1909: 91.
Reward for episode 1910: 90.
Reward for episode 1911: 91.
Reward for episode 1912: 90.
Reward for episode 1913: 90.
Reward for episode 1914: 89.
Reward for episode 1915: 90.
Reward for episode 1916: 91.
Reward for episode 1917: 91.
Reward for episode 1918: 89.
Reward for episode 1919: 90.
Reward for episode 1920: 90.
Reward for episode 1921: 89.
Reward for episode 1922: 90.
Reward for episode 1923: 90.
Reward for episode 1924: 90.
Reward for episode 1925: 87.
Reward for episode 1926: 89.
Reward for episode 1927: 88.
Reward for episode 1928: 88.
Reward for episode 1929: 88.
Reward for episode 1930: 89.
Reward for episode 1931: 90.
Reward for episode 1932: 91.
Reward for episode 1933: 91.
Reward for episode 1934: 89.
Reward for episode 1935: 90.
Reward for episode 1936: 91.
Reward for episode 1937: 88.
Reward for episode 1938: 88.
Reward for episode 1939: 90.
Reward for episode 1940: 90.
Reward for episode 1941: 90.
Reward for episode 1942: 91.
Reward for episode 1943: 88.
Reward for episode 1944: 90.
Reward for episode 1945: 90.
Reward for episode 1946: 90.
Reward for episode 1947: 91.
Reward for episode 1948: 90.
Reward for episode 1949: 87.
Reward for episode 1950: 90.
Reward for episode 1951: 88.
Reward for episode 1952: 91.
Reward for episode 1953: 91.
Reward for episode 1954: 89.
Reward for episode 1955: 88.
Reward for episode 1956: 89.
Reward for episode 1957: 88.
Reward for episode 1958: 90.
Reward for episode 1959: 89.
Reward for episode 1960: 88.
Reward for episode 1961: 91.
Reward for episode 1962: 91.
Reward for episode 1963: 90.
Reward for episode 1964: 90.
Reward for episode 1965: 90.
Reward for episode 1966: 89.
Reward for episode 1967: 87.
Reward for episode 1968: 91.
Reward for episode 1969: 90.
Reward for episode 1970: 90.
Reward for episode 1971: 88.
Reward for episode 1972: 89.
Reward for episode 1973: 90.
Reward for episode 1974: 88.
Reward for episode 1975: 89.
Reward for episode 1976: 91.
Reward for episode 1977: 90.
Reward for episode 1978: 89.
Reward for episode 1979: 91.
Reward for episode 1980: 90.
Reward for episode 1981: 87.
Reward for episode 1982: 89.
Reward for episode 1983: 87.
Reward for episode 1984: 88.
Reward for episode 1985: 89.
Reward for episode 1986: 90.
Reward for episode 1987: 91.
Reward for episode 1988: 88.
Reward for episode 1989: 85.
Reward for episode 1990: 88.
Reward for episode 1991: 90.
Reward for episode 1992: 89.
Reward for episode 1993: 90.
Reward for episode 1994: 90.
Reward for episode 1995: 91.
Reward for episode 1996: 90.
Reward for episode 1997: 90.
Reward for episode 1998: 91.
Reward for episode 1999: 90.
Reward for episode 2000: 90.
